Training_ID,Employee_ID,Training_Name,Provider,Start_Date,End_Date,Training_Cost,Certification_Status
T005816,E02704,Power BI for Business,Microsoft Learn,2023-07-12,2023-07-15,1165.59,Completed
T005817,E02705,Sales Negotiation Skills,Miller Heiman,2023-03-06,2023-03-09,2926.74,Not Certified
T005818,E02706,Diversity & Inclusion Workshop,Internal L&D,2024-04-10,2024-04-20,3226.06,Completed
T005819,E02706,Sales Negotiation Skills,Miller Heiman,2024-11-27,2024-11-29,1521.81,Completed
T005820,E02708,Leadership Excellence,Dale Carnegie,2022-02-14,2022-02-17,1325.97,In Progress
T005821,E02708,Agile & Scrum Master,Scrum.org,2022-08-02,2022-08-07,1452.61,Completed
T005822,E02708,Customer Service Excellence,Internal L&D,2023-12-24,2024-01-03,3153.06,Completed
T005823,E02708,Diversity & Inclusion Workshop,Internal L&D,2022-09-22,2022-09-29,2479.38,Completed
T005824,E02708,Python for Data Analysis,Coursera,2024-03-02,2024-03-07,2522.55,In Progress
T005825,E02708,Cybersecurity Awareness,Udemy,2023-06-19,2023-06-26,1947.6,Not Certified
T005826,E02709,Leadership Excellence,Dale Carnegie,2024-02-17,2024-02-21,2713.82,Not Certified
T005827,E02709,Agile & Scrum Master,Scrum.org,2023-03-24,2023-03-31,2788.57,Completed
T005828,E02709,Project Management Professional,PMI,2024-12-17,2024-12-22,709.14,Not Certified
T005829,E02709,Customer Service Excellence,Internal L&D,2024-10-27,2024-11-02,1030.92,Completed
T005830,E02710,Sales Negotiation Skills,Miller Heiman,2023-05-11,2023-05-16,2850.78,Not Certified
T005831,E02710,Project Management Professional,PMI,2023-11-02,2023-11-06,603.79,Completed
T005832,E02710,Sales Negotiation Skills,Miller Heiman,2021-05-06,2021-05-15,3482.31,Completed
T005833,E02710,Diversity & Inclusion Workshop,Internal L&D,2024-02-28,2024-03-01,1028.63,Not Certified
T005834,E02710,Workplace Safety & Compliance,Internal L&D,2021-11-23,2021-11-30,3018.46,In Progress
T005835,E02710,Workplace Safety & Compliance,Internal L&D,2024-12-27,2025-01-03,1770.49,Completed
T005836,E02711,Diversity & Inclusion Workshop,Internal L&D,2022-05-20,2022-05-22,1397.91,Completed
T005837,E02711,Leadership Excellence,Dale Carnegie,2022-08-25,2022-09-01,3267.38,Not Certified
T005838,E02711,Workplace Safety & Compliance,Internal L&D,2023-06-01,2023-06-09,1463.01,In Progress
T005839,E02711,Diversity & Inclusion Workshop,Internal L&D,2024-05-04,2024-05-12,3282.6,In Progress
T005840,E02711,Python for Data Analysis,Coursera,2023-11-29,2023-12-03,3114.46,Completed
T005841,E02712,Six Sigma Green Belt,ASQ,2025-06-06,2025-06-14,2684.06,Completed
T005842,E02714,Diversity & Inclusion Workshop,Internal L&D,2023-08-12,2023-08-19,484.0,Completed
T005843,E02715,Cloud Computing Fundamentals,AWS Training,2025-05-13,2025-05-18,3324.46,Not Certified
T005844,E02715,Diversity & Inclusion Workshop,Internal L&D,2025-01-30,2025-02-01,2975.4,Completed
T005845,E02716,Advanced Excel & Data Analysis,Coursera,2025-03-13,2025-03-23,1078.27,Completed
T005846,E02716,Leadership Excellence,Dale Carnegie,2024-09-29,2024-10-06,2452.14,Completed
T005847,E02716,Python for Data Analysis,Coursera,2024-09-19,2024-09-28,3226.74,In Progress
T005848,E02717,Cybersecurity Awareness,Udemy,2025-03-09,2025-03-14,1773.45,Completed
T005849,E02717,Cybersecurity Awareness,Udemy,2023-12-21,2023-12-27,1016.91,Completed
T005850,E02718,Diversity & Inclusion Workshop,Internal L&D,2021-10-12,2021-10-20,3063.95,Not Certified
T005851,E02719,Python for Data Analysis,Coursera,2023-07-07,2023-07-11,1377.47,In Progress
T005852,E02719,Sales Negotiation Skills,Miller Heiman,2022-12-28,2023-01-04,631.88,Completed
T005853,E02719,Cloud Computing Fundamentals,AWS Training,2023-01-30,2023-02-04,2401.0,Completed
T005854,E02720,Effective Communication,LinkedIn Learning,2025-06-17,2025-06-20,3239.04,Not Certified
T005855,E02721,Financial Modeling,Wall Street Prep,2023-12-26,2024-01-02,680.72,Not Certified
T005856,E02721,Customer Service Excellence,Internal L&D,2023-10-16,2023-10-20,2994.1,Completed
T005857,E02722,Advanced Excel & Data Analysis,Coursera,2023-06-11,2023-06-18,3442.61,Completed
T005858,E02722,Sales Negotiation Skills,Miller Heiman,2025-03-25,2025-03-28,2583.22,In Progress
T005859,E02722,Advanced Excel & Data Analysis,Coursera,2023-02-20,2023-02-24,851.36,Completed
T005860,E02722,Sales Negotiation Skills,Miller Heiman,2025-06-07,2025-06-15,743.0,Not Certified
T005861,E02722,Cloud Computing Fundamentals,AWS Training,2024-04-16,2024-04-20,2587.49,Completed
T005862,E02722,Six Sigma Green Belt,ASQ,2022-09-10,2022-09-15,2238.53,Completed
T005863,E02724,Power BI for Business,Microsoft Learn,2023-10-24,2023-10-31,1793.61,Completed
T005864,E02725,Python for Data Analysis,Coursera,2024-07-10,2024-07-17,268.62,Completed
T005865,E02725,Advanced Excel & Data Analysis,Coursera,2023-04-25,2023-05-04,1382.05,Not Certified
T005866,E02726,Leadership Excellence,Dale Carnegie,2024-08-22,2024-08-28,497.88,In Progress
T005867,E02726,Financial Modeling,Wall Street Prep,2021-09-13,2021-09-18,3471.07,Completed
T005868,E02726,Effective Communication,LinkedIn Learning,2024-06-05,2024-06-12,3358.93,Completed
T005869,E02728,Effective Communication,LinkedIn Learning,2025-06-09,2025-06-14,3293.51,Completed
T005870,E02730,Six Sigma Green Belt,ASQ,2024-11-08,2024-11-14,375.12,Not Certified
T005871,E02731,Diversity & Inclusion Workshop,Internal L&D,2025-06-06,2025-06-15,2670.95,Completed
T005872,E02732,Six Sigma Green Belt,ASQ,2021-11-28,2021-11-30,1358.2,Completed
T005873,E02733,Six Sigma Green Belt,ASQ,2022-12-01,2022-12-11,989.78,Not Certified
T005874,E02733,Effective Communication,LinkedIn Learning,2024-04-30,2024-05-06,1282.31,Completed
T005875,E02734,Power BI for Business,Microsoft Learn,2025-01-29,2025-02-08,1768.33,In Progress
T005876,E02735,Project Management Professional,PMI,2025-02-12,2025-02-17,1179.03,Not Certified
T005877,E02737,Cloud Computing Fundamentals,AWS Training,2025-01-04,2025-01-11,2144.16,Not Certified
T005878,E02737,Effective Communication,LinkedIn Learning,2023-03-09,2023-03-17,917.82,Completed
T005879,E02737,Diversity & Inclusion Workshop,Internal L&D,2024-03-10,2024-03-12,165.32,Completed
T005880,E02737,Cybersecurity Awareness,Udemy,2022-11-28,2022-12-02,2785.07,Not Certified
T005881,E02737,Six Sigma Green Belt,ASQ,2022-02-20,2022-02-24,779.12,In Progress
T005882,E02737,Advanced Excel & Data Analysis,Coursera,2022-07-30,2022-08-03,2244.53,Not Certified
T005883,E02739,Power BI for Business,Microsoft Learn,2022-11-11,2022-11-19,505.74,Completed
T005884,E02739,Financial Modeling,Wall Street Prep,2021-09-01,2021-09-05,1035.12,Completed
T005885,E02739,Financial Modeling,Wall Street Prep,2023-03-16,2023-03-22,3079.67,Completed
T005886,E02739,Customer Service Excellence,Internal L&D,2023-09-26,2023-10-02,3202.89,Completed
T005887,E02739,Customer Service Excellence,Internal L&D,2023-09-03,2023-09-05,1391.99,Completed
T005888,E02739,Six Sigma Green Belt,ASQ,2025-01-12,2025-01-16,1405.59,Completed
T005889,E02740,Customer Service Excellence,Internal L&D,2025-03-25,2025-03-27,1856.16,Completed
T005890,E02740,Cybersecurity Awareness,Udemy,2023-06-19,2023-06-29,2656.29,Completed
T005891,E02740,Workplace Safety & Compliance,Internal L&D,2023-04-23,2023-04-30,244.11,Completed
T005892,E02740,Cloud Computing Fundamentals,AWS Training,2023-02-05,2023-02-13,2243.37,Completed
T005893,E02740,Cloud Computing Fundamentals,AWS Training,2022-03-24,2022-03-27,683.91,In Progress
T005894,E02740,Cybersecurity Awareness,Udemy,2023-12-01,2023-12-08,2982.51,Completed
T005895,E02741,Project Management Professional,PMI,2021-11-30,2021-12-04,1786.42,In Progress
T005896,E02741,Power BI for Business,Microsoft Learn,2021-10-28,2021-10-31,318.33,In Progress
T005897,E02743,Agile & Scrum Master,Scrum.org,2025-01-02,2025-01-06,1840.04,Completed
T005898,E02744,Python for Data Analysis,Coursera,2025-05-24,2025-06-02,3321.76,Not Certified
T005899,E02744,Six Sigma Green Belt,ASQ,2023-12-12,2023-12-16,2939.24,In Progress
T005900,E02746,Effective Communication,LinkedIn Learning,2022-10-09,2022-10-12,732.77,Completed
T005901,E02746,Advanced Excel & Data Analysis,Coursera,2022-03-11,2022-03-17,528.23,Not Certified
T005902,E02746,Cybersecurity Awareness,Udemy,2024-07-15,2024-07-21,178.85,In Progress
T005903,E02746,Cloud Computing Fundamentals,AWS Training,2023-12-09,2023-12-13,919.47,Completed
T005904,E02746,Python for Data Analysis,Coursera,2022-04-06,2022-04-12,3224.6,Completed
T005905,E02747,Agile & Scrum Master,Scrum.org,2023-10-22,2023-11-01,2124.79,Not Certified
T005906,E02747,Customer Service Excellence,Internal L&D,2023-11-27,2023-12-06,3496.63,Completed
T005907,E02747,Agile & Scrum Master,Scrum.org,2025-06-22,2025-06-25,589.31,Not Certified
T005908,E02748,Python for Data Analysis,Coursera,2024-08-24,2024-08-27,3363.0,Completed
T005909,E02749,Cybersecurity Awareness,Udemy,2023-11-02,2023-11-09,431.24,In Progress
T005910,E02749,Financial Modeling,Wall Street Prep,2023-12-08,2023-12-13,3117.93,In Progress
T005911,E02749,Six Sigma Green Belt,ASQ,2024-08-15,2024-08-20,2882.58,Completed
T005912,E02750,Advanced Excel & Data Analysis,Coursera,2025-05-31,2025-06-05,297.71,Completed
T005913,E02751,Sales Negotiation Skills,Miller Heiman,2025-03-10,2025-03-17,3437.69,Completed
T005914,E02752,Customer Service Excellence,Internal L&D,2023-08-13,2023-08-22,1891.63,Completed
T005915,E02752,Cybersecurity Awareness,Udemy,2022-10-06,2022-10-09,2848.42,Completed
T005916,E02752,Cybersecurity Awareness,Udemy,2025-05-31,2025-06-09,3066.72,Not Certified
T005917,E02754,Sales Negotiation Skills,Miller Heiman,2024-12-20,2024-12-22,1086.71,Completed
T005918,E02754,Power BI for Business,Microsoft Learn,2024-09-20,2024-09-29,2981.34,Not Certified
T005919,E02754,Customer Service Excellence,Internal L&D,2023-08-27,2023-08-30,256.04,In Progress
T005920,E02755,Diversity & Inclusion Workshop,Internal L&D,2023-12-31,2024-01-09,2246.99,Completed
T005921,E02755,Cloud Computing Fundamentals,AWS Training,2024-09-29,2024-10-06,2402.7,In Progress
T005922,E02756,Effective Communication,LinkedIn Learning,2024-04-16,2024-04-22,3074.15,Completed
T005923,E02756,Cybersecurity Awareness,Udemy,2023-12-28,2023-12-31,652.21,Completed
T005924,E02756,Advanced Excel & Data Analysis,Coursera,2023-03-01,2023-03-07,1651.77,Completed
T005925,E02756,Sales Negotiation Skills,Miller Heiman,2024-03-11,2024-03-13,2931.57,Completed
T005926,E02757,Agile & Scrum Master,Scrum.org,2022-12-23,2022-12-28,2253.56,Completed
T005927,E02757,Cybersecurity Awareness,Udemy,2022-09-30,2022-10-07,2646.68,Completed
T005928,E02757,Project Management Professional,PMI,2024-03-27,2024-04-03,3084.7,Completed
T005929,E02757,Project Management Professional,PMI,2024-05-18,2024-05-28,2483.27,Completed
T005930,E02757,Power BI for Business,Microsoft Learn,2024-02-15,2024-02-18,2394.05,Completed
T005931,E02757,Cloud Computing Fundamentals,AWS Training,2025-03-09,2025-03-11,2314.25,Completed
T005932,E02758,Power BI for Business,Microsoft Learn,2022-03-05,2022-03-15,2922.88,Completed
T005933,E02758,Effective Communication,LinkedIn Learning,2025-02-01,2025-02-08,2560.79,Completed
T005934,E02758,Agile & Scrum Master,Scrum.org,2023-06-02,2023-06-10,2580.58,Completed
T005935,E02758,Power BI for Business,Microsoft Learn,2022-07-05,2022-07-13,2562.3,In Progress
T005936,E02761,Six Sigma Green Belt,ASQ,2023-01-02,2023-01-10,3462.08,Completed
T005937,E02761,Six Sigma Green Belt,ASQ,2023-03-14,2023-03-23,1720.13,Completed
T005938,E02761,Financial Modeling,Wall Street Prep,2023-06-16,2023-06-26,1030.59,Completed
T005939,E02763,Agile & Scrum Master,Scrum.org,2024-01-13,2024-01-19,2612.78,Completed
T005940,E02765,Effective Communication,LinkedIn Learning,2023-12-08,2023-12-18,3252.53,Completed
T005941,E02765,Advanced Excel & Data Analysis,Coursera,2024-08-11,2024-08-13,3427.26,Completed
T005942,E02765,Six Sigma Green Belt,ASQ,2024-09-01,2024-09-03,599.3,Completed
T005943,E02765,Project Management Professional,PMI,2025-01-06,2025-01-16,894.41,Not Certified
T005944,E02766,Leadership Excellence,Dale Carnegie,2025-06-06,2025-06-09,770.29,Completed
T005945,E02766,Agile & Scrum Master,Scrum.org,2024-12-10,2024-12-18,2916.93,Completed
T005946,E02767,Effective Communication,LinkedIn Learning,2023-09-25,2023-10-02,1531.51,In Progress
T005947,E02767,Cybersecurity Awareness,Udemy,2024-03-19,2024-03-23,2580.21,Completed
T005948,E02767,Leadership Excellence,Dale Carnegie,2024-06-18,2024-06-21,3007.65,Completed
T005949,E02767,Effective Communication,LinkedIn Learning,2024-07-04,2024-07-07,2674.83,Completed
T005950,E02767,Sales Negotiation Skills,Miller Heiman,2023-12-11,2023-12-13,1662.46,Not Certified
T005951,E02769,Six Sigma Green Belt,ASQ,2023-01-11,2023-01-21,258.44,Completed
T005952,E02769,Project Management Professional,PMI,2021-04-06,2021-04-12,2665.78,Completed
T005953,E02769,Agile & Scrum Master,Scrum.org,2021-01-11,2021-01-13,1489.88,Not Certified
T005954,E02769,Cloud Computing Fundamentals,AWS Training,2021-07-31,2021-08-03,3016.18,In Progress
T005955,E02769,Financial Modeling,Wall Street Prep,2022-08-11,2022-08-14,1985.92,In Progress
T005956,E02770,Leadership Excellence,Dale Carnegie,2022-08-29,2022-09-04,789.35,Completed
T005957,E02770,Cloud Computing Fundamentals,AWS Training,2021-09-18,2021-09-26,963.81,Completed
T005958,E02770,Customer Service Excellence,Internal L&D,2023-08-08,2023-08-12,2285.61,Completed
T005959,E02772,Power BI for Business,Microsoft Learn,2023-11-02,2023-11-11,1438.23,Completed
T005960,E02772,Agile & Scrum Master,Scrum.org,2024-11-30,2024-12-08,2752.47,Completed
T005961,E02772,Workplace Safety & Compliance,Internal L&D,2024-08-27,2024-09-01,332.16,Completed
T005962,E02774,Python for Data Analysis,Coursera,2021-06-16,2021-06-25,3423.6,Completed
T005963,E02774,Python for Data Analysis,Coursera,2021-11-11,2021-11-17,1904.98,Completed
T005964,E02774,Advanced Excel & Data Analysis,Coursera,2024-01-14,2024-01-20,1601.75,Completed
T005965,E02774,Advanced Excel & Data Analysis,Coursera,2021-04-17,2021-04-19,781.91,Not Certified
T005966,E02774,Sales Negotiation Skills,Miller Heiman,2020-12-26,2021-01-03,2299.65,Not Certified
T005967,E02774,Workplace Safety & Compliance,Internal L&D,2024-08-27,2024-08-29,3274.04,Completed
T005968,E02775,Sales Negotiation Skills,Miller Heiman,2025-06-23,2025-06-26,2622.04,Completed
T005969,E02775,Advanced Excel & Data Analysis,Coursera,2025-02-03,2025-02-12,2941.49,Completed
T005970,E02776,Financial Modeling,Wall Street Prep,2025-03-24,2025-03-29,261.25,Completed
T005971,E02776,Python for Data Analysis,Coursera,2023-03-29,2023-04-06,571.22,Not Certified
T005972,E02776,Sales Negotiation Skills,Miller Heiman,2025-01-15,2025-01-19,2598.28,Completed
T005973,E02778,Diversity & Inclusion Workshop,Internal L&D,2024-12-01,2024-12-09,1179.6,Not Certified
T005974,E02778,Leadership Excellence,Dale Carnegie,2024-10-14,2024-10-20,167.28,Not Certified
T005975,E02780,Effective Communication,LinkedIn Learning,2023-02-03,2023-02-10,506.36,Completed
T005976,E02780,Diversity & Inclusion Workshop,Internal L&D,2022-08-14,2022-08-23,1241.54,Completed
T005977,E02780,Leadership Excellence,Dale Carnegie,2021-05-27,2021-06-05,1237.9,Completed
T005978,E02780,Sales Negotiation Skills,Miller Heiman,2021-12-15,2021-12-25,1908.04,Completed
T005979,E02780,Advanced Excel & Data Analysis,Coursera,2021-01-25,2021-02-04,1946.47,Completed
T005980,E02780,Workplace Safety & Compliance,Internal L&D,2021-08-07,2021-08-09,2144.48,Completed
T005981,E02781,Effective Communication,LinkedIn Learning,2022-11-20,2022-11-30,1553.27,Not Certified
T005982,E02782,Customer Service Excellence,Internal L&D,2024-08-12,2024-08-21,2704.71,Completed
T005983,E02782,Customer Service Excellence,Internal L&D,2022-11-17,2022-11-26,651.81,In Progress
T005984,E02782,Six Sigma Green Belt,ASQ,2024-07-16,2024-07-22,2009.09,Completed
T005985,E02783,Diversity & Inclusion Workshop,Internal L&D,2024-01-19,2024-01-21,2828.06,Completed
T005986,E02783,Python for Data Analysis,Coursera,2023-11-07,2023-11-14,1587.33,Not Certified
T005987,E02783,Six Sigma Green Belt,ASQ,2023-12-16,2023-12-21,1775.81,Completed
T005988,E02784,Cloud Computing Fundamentals,AWS Training,2024-08-13,2024-08-17,2535.58,Not Certified
T005989,E02784,Cloud Computing Fundamentals,AWS Training,2022-12-18,2022-12-26,1639.29,Completed
T005990,E02784,Financial Modeling,Wall Street Prep,2022-09-13,2022-09-17,945.88,Completed
T005991,E02784,Cloud Computing Fundamentals,AWS Training,2023-07-31,2023-08-04,2234.56,Not Certified
T005992,E02785,Agile & Scrum Master,Scrum.org,2024-09-24,2024-09-28,1724.6,Completed
T005993,E02787,Project Management Professional,PMI,2022-11-15,2022-11-23,2787.59,Completed
T005994,E02787,Sales Negotiation Skills,Miller Heiman,2023-10-12,2023-10-21,3453.93,Completed
T005995,E02788,Cybersecurity Awareness,Udemy,2024-03-18,2024-03-20,1887.57,Completed
T005996,E02788,Effective Communication,LinkedIn Learning,2024-07-02,2024-07-07,205.79,Not Certified
T005997,E02789,Advanced Excel & Data Analysis,Coursera,2025-02-18,2025-02-22,2905.03,Not Certified
T005998,E02790,Financial Modeling,Wall Street Prep,2025-01-12,2025-01-17,1000.85,Completed
T005999,E02791,Agile & Scrum Master,Scrum.org,2024-03-31,2024-04-03,1764.28,Not Certified
T006000,E02791,Workplace Safety & Compliance,Internal L&D,2023-11-06,2023-11-16,2797.71,Completed
T006001,E02791,Financial Modeling,Wall Street Prep,2025-02-14,2025-02-21,1454.14,Not Certified
T006002,E02791,Advanced Excel & Data Analysis,Coursera,2023-11-13,2023-11-21,886.43,Not Certified
T006003,E02791,Effective Communication,LinkedIn Learning,2022-05-27,2022-05-29,1301.39,Completed
T006004,E02791,Power BI for Business,Microsoft Learn,2022-05-19,2022-05-22,2289.85,Completed
T006005,E02792,Agile & Scrum Master,Scrum.org,2021-10-30,2021-11-07,236.2,Completed
T006006,E02793,Effective Communication,LinkedIn Learning,2024-09-04,2024-09-10,1604.93,Not Certified
T006007,E02793,Cybersecurity Awareness,Udemy,2025-04-25,2025-05-02,1509.49,Completed
T006008,E02795,Agile & Scrum Master,Scrum.org,2025-01-03,2025-01-12,2580.29,Completed
T006009,E02798,Agile & Scrum Master,Scrum.org,2023-05-11,2023-05-17,1302.2,Completed
T006010,E02799,Python for Data Analysis,Coursera,2023-03-30,2023-04-04,2468.43,In Progress
T006011,E02800,Effective Communication,LinkedIn Learning,2022-02-08,2022-02-16,3174.38,Completed
T006012,E02800,Leadership Excellence,Dale Carnegie,2022-04-09,2022-04-11,1203.78,Completed
T006013,E02800,Sales Negotiation Skills,Miller Heiman,2023-04-25,2023-05-02,1635.59,Completed
T006014,E02800,Leadership Excellence,Dale Carnegie,2024-07-08,2024-07-11,919.05,Completed
T006015,E02800,Customer Service Excellence,Internal L&D,2022-11-30,2022-12-08,1625.62,Completed
T006016,E02801,Leadership Excellence,Dale Carnegie,2023-12-28,2024-01-01,1502.97,Completed
T006017,E02801,Leadership Excellence,Dale Carnegie,2024-05-28,2024-05-30,3048.64,Completed
T006018,E02801,Financial Modeling,Wall Street Prep,2021-12-05,2021-12-09,218.68,Completed
T006019,E02801,Cybersecurity Awareness,Udemy,2023-07-25,2023-08-01,2071.67,In Progress
T006020,E02801,Customer Service Excellence,Internal L&D,2022-11-27,2022-12-04,2140.66,Not Certified
T006021,E02802,Effective Communication,LinkedIn Learning,2025-04-23,2025-04-28,3259.91,Completed
T006022,E02802,Customer Service Excellence,Internal L&D,2024-10-16,2024-10-25,1156.6,Completed
T006023,E02803,Workplace Safety & Compliance,Internal L&D,2025-01-07,2025-01-09,3196.88,Not Certified
T006024,E02803,Customer Service Excellence,Internal L&D,2024-09-28,2024-09-30,447.25,Not Certified
T006025,E02803,Six Sigma Green Belt,ASQ,2024-07-25,2024-08-01,263.42,Completed
T006026,E02803,Agile & Scrum Master,Scrum.org,2025-04-14,2025-04-24,3153.64,In Progress
T006027,E02804,Agile & Scrum Master,Scrum.org,2025-03-12,2025-03-17,1216.22,Completed
T006028,E02804,Sales Negotiation Skills,Miller Heiman,2025-05-30,2025-06-02,2524.74,Not Certified
T006029,E02806,Power BI for Business,Microsoft Learn,2024-12-22,2024-12-26,2288.84,In Progress
T006030,E02806,Diversity & Inclusion Workshop,Internal L&D,2025-02-09,2025-02-14,559.04,Not Certified
T006031,E02806,Power BI for Business,Microsoft Learn,2025-06-15,2025-06-24,567.68,Completed
T006032,E02808,Customer Service Excellence,Internal L&D,2024-09-23,2024-09-29,3447.28,Completed
T006033,E02808,Project Management Professional,PMI,2025-03-31,2025-04-06,679.76,Completed
T006034,E02809,Project Management Professional,PMI,2024-04-17,2024-04-21,1200.73,In Progress
T006035,E02809,Sales Negotiation Skills,Miller Heiman,2024-01-16,2024-01-23,2958.67,Completed
T006036,E02810,Cybersecurity Awareness,Udemy,2024-10-26,2024-10-31,593.63,Completed
T006037,E02810,Cloud Computing Fundamentals,AWS Training,2020-05-28,2020-06-07,3439.18,Completed
T006038,E02810,Python for Data Analysis,Coursera,2021-08-24,2021-09-02,3267.55,Not Certified
T006039,E02810,Cybersecurity Awareness,Udemy,2023-06-18,2023-06-20,2121.71,Not Certified
T006040,E02810,Diversity & Inclusion Workshop,Internal L&D,2021-04-19,2021-04-29,2076.65,In Progress
T006041,E02810,Agile & Scrum Master,Scrum.org,2022-10-23,2022-11-01,322.85,In Progress
T006042,E02811,Customer Service Excellence,Internal L&D,2025-02-09,2025-02-16,2569.04,Completed
T006043,E02812,Customer Service Excellence,Internal L&D,2025-02-15,2025-02-20,2390.69,Not Certified
T006044,E02813,Six Sigma Green Belt,ASQ,2024-07-19,2024-07-26,1466.72,Completed
T006045,E02813,Workplace Safety & Compliance,Internal L&D,2024-04-25,2024-05-01,975.12,Not Certified
T006046,E02813,Sales Negotiation Skills,Miller Heiman,2024-06-19,2024-06-24,1002.5,Completed
T006047,E02813,Diversity & Inclusion Workshop,Internal L&D,2023-07-14,2023-07-21,800.37,Completed
T006048,E02814,Effective Communication,LinkedIn Learning,2022-11-08,2022-11-11,1089.34,Completed
T006049,E02814,Advanced Excel & Data Analysis,Coursera,2023-07-13,2023-07-20,3310.51,In Progress
T006050,E02814,Workplace Safety & Compliance,Internal L&D,2022-09-26,2022-09-29,1092.26,Completed
T006051,E02814,Python for Data Analysis,Coursera,2022-09-11,2022-09-13,1704.95,Completed
T006052,E02816,Cybersecurity Awareness,Udemy,2025-06-09,2025-06-14,1536.84,Completed
T006053,E02817,Sales Negotiation Skills,Miller Heiman,2023-09-10,2023-09-20,180.53,Not Certified
T006054,E02818,Diversity & Inclusion Workshop,Internal L&D,2023-08-19,2023-08-24,2335.35,Not Certified
T006055,E02818,Six Sigma Green Belt,ASQ,2024-01-30,2024-02-03,375.89,In Progress
T006056,E02818,Effective Communication,LinkedIn Learning,2024-11-09,2024-11-19,2277.95,In Progress
T006057,E02818,Python for Data Analysis,Coursera,2022-01-04,2022-01-08,2872.42,Not Certified
T006058,E02818,Workplace Safety & Compliance,Internal L&D,2024-10-29,2024-11-04,1399.78,Completed
T006059,E02818,Workplace Safety & Compliance,Internal L&D,2024-06-14,2024-06-19,1155.54,Completed
T006060,E02819,Effective Communication,LinkedIn Learning,2024-03-30,2024-04-09,2282.04,In Progress
T006061,E02819,Financial Modeling,Wall Street Prep,2024-06-27,2024-07-01,2058.67,In Progress
T006062,E02820,Advanced Excel & Data Analysis,Coursera,2025-02-26,2025-03-05,2825.5,In Progress
T006063,E02821,Project Management Professional,PMI,2024-08-12,2024-08-14,1987.31,Completed
T006064,E02821,Advanced Excel & Data Analysis,Coursera,2024-04-04,2024-04-14,3405.05,Completed
T006065,E02821,Cybersecurity Awareness,Udemy,2024-10-06,2024-10-11,533.1,Completed
T006066,E02821,Financial Modeling,Wall Street Prep,2023-10-01,2023-10-06,658.92,Completed
T006067,E02823,Project Management Professional,PMI,2022-05-11,2022-05-21,2093.82,Completed
T006068,E02823,Sales Negotiation Skills,Miller Heiman,2024-05-22,2024-05-25,1335.75,In Progress
T006069,E02823,Cloud Computing Fundamentals,AWS Training,2022-11-13,2022-11-18,3244.73,In Progress
T006070,E02823,Python for Data Analysis,Coursera,2023-12-10,2023-12-17,1901.72,Completed
T006071,E02823,Effective Communication,LinkedIn Learning,2024-08-25,2024-09-01,2471.07,Completed
T006072,E02824,Effective Communication,LinkedIn Learning,2021-05-16,2021-05-22,1132.76,In Progress
T006073,E02826,Workplace Safety & Compliance,Internal L&D,2023-09-07,2023-09-14,880.92,Completed
T006074,E02827,Workplace Safety & Compliance,Internal L&D,2025-05-09,2025-05-19,2743.38,Completed
T006075,E02827,Cybersecurity Awareness,Udemy,2024-02-26,2024-03-04,2083.01,Completed
T006076,E02827,Workplace Safety & Compliance,Internal L&D,2024-06-24,2024-06-27,3251.62,Completed
T006077,E02828,Cloud Computing Fundamentals,AWS Training,2022-09-12,2022-09-20,213.82,In Progress
T006078,E02828,Diversity & Inclusion Workshop,Internal L&D,2022-10-21,2022-10-24,247.17,Completed
T006079,E02828,Agile & Scrum Master,Scrum.org,2024-09-17,2024-09-19,1311.25,Completed
T006080,E02828,Effective Communication,LinkedIn Learning,2025-02-11,2025-02-18,1501.84,Completed
T006081,E02828,Financial Modeling,Wall Street Prep,2022-11-18,2022-11-28,285.6,Completed
T006082,E02828,Diversity & Inclusion Workshop,Internal L&D,2024-12-29,2025-01-02,1995.05,Not Certified
T006083,E02830,Leadership Excellence,Dale Carnegie,2022-09-20,2022-09-23,480.9,Completed
T006084,E02830,Workplace Safety & Compliance,Internal L&D,2022-01-28,2022-02-04,2882.66,Completed
T006085,E02830,Python for Data Analysis,Coursera,2021-04-10,2021-04-12,1647.67,Completed
T006086,E02831,Sales Negotiation Skills,Miller Heiman,2023-02-22,2023-03-01,563.38,Completed
T006087,E02831,Cloud Computing Fundamentals,AWS Training,2022-04-24,2022-05-01,2948.58,Completed
T006088,E02831,Six Sigma Green Belt,ASQ,2022-09-17,2022-09-27,284.52,Completed
T006089,E02831,Power BI for Business,Microsoft Learn,2023-03-02,2023-03-09,2287.09,Completed
T006090,E02833,Six Sigma Green Belt,ASQ,2024-10-05,2024-10-09,1897.2,Completed
T006091,E02835,Advanced Excel & Data Analysis,Coursera,2024-05-20,2024-05-28,2643.87,Completed
T006092,E02837,Six Sigma Green Belt,ASQ,2024-08-22,2024-08-25,3083.53,In Progress
T006093,E02837,Diversity & Inclusion Workshop,Internal L&D,2024-07-09,2024-07-14,944.23,Completed
T006094,E02838,Workplace Safety & Compliance,Internal L&D,2024-11-01,2024-11-04,1082.55,Completed
T006095,E02839,Sales Negotiation Skills,Miller Heiman,2023-06-13,2023-06-21,1262.12,Completed
T006096,E02839,Agile & Scrum Master,Scrum.org,2022-08-03,2022-08-09,758.16,Completed
T006097,E02839,Agile & Scrum Master,Scrum.org,2024-01-22,2024-01-28,1068.13,Completed
T006098,E02839,Leadership Excellence,Dale Carnegie,2024-09-10,2024-09-16,1775.36,Completed
