Performance_ID,Employee_ID,Review_Date,Reviewer_ID,KPI_Score,Productivity_Score,Attendance_Score,Teamwork_Score,Overall_Rating,Promotion_Recommendation
PF007517,E02290,2024-11-29,E01203,54.3,72.0,79.8,77.0,Good,No
PF007518,E02290,2025-05-30,E01203,87.6,71.4,100.0,58.1,Good,No
PF007519,E02291,2024-03-15,E01378,79.7,89.1,68.4,73.8,Good,No
PF007520,E02291,2024-09-13,E01378,81.3,69.6,69.2,74.7,Good,Yes
PF007521,E02292,2020-12-24,E00348,68.7,68.3,77.7,74.4,Good,No
PF007522,E02292,2021-06-24,E00348,93.6,54.4,60.4,55.1,Average,No
PF007523,E02292,2021-12-23,E00348,84.6,92.9,76.3,68.8,Good,Yes
PF007524,E02292,2022-06-23,E00348,65.5,75.3,87.7,69.2,Good,Yes
PF007525,E02292,2022-12-22,E00348,76.9,80.9,69.5,80.3,Good,No
PF007526,E02292,2023-06-22,E00348,77.5,76.3,85.1,72.0,Good,No
PF007527,E02292,2023-12-21,E00348,64.3,64.5,85.9,83.5,Good,No
PF007528,E02292,2024-06-20,E00348,78.9,70.2,88.7,70.6,Good,No
PF007529,E02292,2024-12-19,E00348,97.3,69.3,85.3,71.6,Good,Yes
PF007530,E02292,2025-06-19,E00348,80.5,77.9,89.4,80.5,Good,No
PF007531,E02295,2023-08-04,E02295,87.3,52.7,64.1,89.2,Good,No
PF007532,E02295,2024-02-02,E02295,73.0,84.7,88.6,79.9,Good,No
PF007533,E02295,2024-08-02,E02295,73.8,82.7,74.2,58.4,Good,Yes
PF007534,E02295,2025-01-31,E02295,99.5,88.9,74.7,73.7,Good,No
PF007535,E02296,2024-03-30,E02296,77.5,64.4,83.9,70.1,Good,Yes
PF007536,E02296,2024-09-28,E02296,63.5,95.3,91.3,77.5,Good,No
PF007537,E02296,2025-03-29,E02296,69.3,86.6,57.0,69.1,Good,No
PF007538,E02297,2023-03-03,E00861,64.0,71.7,94.7,81.4,Good,No
PF007539,E02297,2023-09-01,E00861,45.0,67.6,80.2,78.6,Average,No
PF007540,E02297,2024-03-01,E00861,78.1,83.9,86.5,70.2,Good,No
PF007541,E02298,2023-03-09,E01952,63.8,63.1,68.1,75.6,Average,No
PF007542,E02298,2023-09-07,E01952,73.4,54.5,74.1,91.9,Good,No
PF007543,E02299,2022-11-27,E00815,58.2,99.7,69.9,66.5,Good,No
PF007544,E02299,2023-05-28,E00815,71.9,74.6,69.8,95.7,Good,No
PF007545,E02299,2023-11-26,E00815,64.1,63.1,80.7,95.4,Good,No
PF007546,E02299,2024-05-26,E00815,49.1,79.5,73.6,52.8,Average,No
PF007547,E02300,2024-05-07,E01231,68.4,47.0,92.6,69.4,Average,No
PF007548,E02300,2024-11-05,E01231,82.8,77.8,81.8,74.1,Good,No
PF007549,E02300,2025-05-06,E01231,61.0,74.7,88.7,74.3,Good,Yes
PF007550,E02301,2022-08-03,E01858,85.2,79.5,69.5,72.2,Good,No
PF007551,E02301,2023-02-01,E01858,73.0,65.0,85.6,86.9,Good,No
PF007552,E02301,2023-08-02,E01858,67.5,57.3,68.3,72.3,Average,No
PF007553,E02302,2022-07-03,E00362,64.5,58.5,95.6,86.7,Good,Yes
PF007554,E02302,2023-01-01,E00362,68.5,57.6,82.2,85.8,Good,Yes
PF007555,E02302,2023-07-02,E00362,84.3,64.6,100.0,73.0,Good,Yes
PF007556,E02302,2023-12-31,E00362,84.8,85.6,78.6,71.0,Good,Yes
PF007557,E02302,2024-06-30,E00362,80.1,55.0,65.9,63.2,Average,No
PF007558,E02302,2024-12-29,E00362,54.0,59.4,83.5,66.3,Average,No
PF007559,E02302,2025-06-29,E00362,59.0,95.5,83.0,74.1,Good,No
PF007560,E02303,2022-10-15,E01479,70.6,83.1,91.8,78.3,Good,No
PF007561,E02303,2023-04-15,E01479,78.7,93.5,65.0,73.7,Good,Yes
PF007562,E02303,2023-10-14,E01479,84.6,79.9,74.8,77.0,Good,No
PF007563,E02303,2024-04-13,E01479,65.9,80.0,74.7,72.5,Good,No
PF007564,E02303,2024-10-12,E01479,54.4,93.9,82.8,82.1,Good,Yes
PF007565,E02303,2025-04-12,E01479,73.3,69.4,69.9,87.9,Good,No
PF007566,E02304,2022-11-02,E00262,80.3,80.6,81.9,87.3,Good,No
PF007567,E02305,2022-07-20,E01232,81.3,76.1,62.4,88.9,Good,No
PF007568,E02305,2023-01-18,E01232,77.4,40.9,80.9,69.5,Average,No
PF007569,E02305,2023-07-19,E01232,71.1,68.6,92.4,73.2,Good,Yes
PF007570,E02305,2024-01-17,E01232,72.5,72.7,76.3,72.8,Good,No
PF007571,E02305,2024-07-17,E01232,76.9,85.8,88.7,70.6,Good,Yes
PF007572,E02305,2025-01-15,E01232,57.1,62.3,73.1,74.7,Average,No
PF007573,E02306,2024-04-14,E02306,83.1,82.6,70.3,66.1,Good,No
PF007574,E02306,2024-10-13,E02306,76.6,86.2,69.7,62.1,Good,No
PF007575,E02306,2025-04-13,E02306,71.6,74.1,73.0,85.2,Good,No
PF007576,E02307,2023-11-20,E01650,73.5,71.6,69.6,95.9,Good,Yes
PF007577,E02307,2024-05-20,E01650,90.2,82.3,71.9,75.1,Good,Yes
PF007578,E02308,2023-06-10,E01143,100.0,63.6,75.9,68.7,Good,Yes
PF007579,E02308,2023-12-09,E01143,87.9,87.0,56.6,80.8,Good,Yes
PF007580,E02308,2024-06-08,E01143,75.7,36.2,87.6,62.6,Average,No
PF007581,E02308,2024-12-07,E01143,89.3,83.8,82.2,89.1,Good,Yes
PF007582,E02309,2025-01-10,E01503,71.8,68.2,58.8,93.0,Good,No
PF007583,E02310,2021-02-26,E01024,69.8,77.8,74.1,63.3,Good,No
PF007584,E02310,2021-08-27,E01024,92.7,52.9,92.2,63.5,Good,No
PF007585,E02310,2022-02-25,E01024,71.5,57.4,87.6,85.7,Good,No
PF007586,E02310,2022-08-26,E01024,46.3,100.0,91.8,98.5,Good,No
PF007587,E02310,2023-02-24,E01024,79.5,100.0,82.6,76.1,Good,No
PF007588,E02310,2023-08-25,E01024,66.3,94.8,76.6,61.5,Good,No
PF007589,E02310,2024-02-23,E01024,63.9,71.1,74.5,53.7,Average,No
PF007590,E02310,2024-08-23,E01024,84.8,62.4,79.7,74.8,Good,Yes
PF007591,E02310,2025-02-21,E01024,48.4,61.8,80.9,72.0,Average,No
PF007592,E02311,2025-01-18,E02311,76.2,42.4,77.6,92.9,Good,No
PF007593,E02313,2020-09-03,E00166,87.8,92.3,70.8,71.9,Good,No
PF007594,E02313,2021-03-04,E00166,93.1,89.1,73.0,69.9,Good,Yes
PF007595,E02314,2023-07-17,E02314,66.0,63.8,82.8,95.5,Good,No
PF007596,E02314,2024-01-15,E02314,80.3,68.8,78.7,64.8,Good,No
PF007597,E02314,2024-07-15,E02314,43.4,71.2,78.8,77.8,Average,No
PF007598,E02314,2025-01-13,E02314,94.1,76.7,74.5,79.7,Good,Yes
PF007599,E02315,2024-02-01,E01936,83.3,44.8,56.6,66.7,Average,No
PF007600,E02315,2024-08-01,E01936,48.6,90.0,80.9,87.4,Good,No
PF007601,E02315,2025-01-30,E01936,84.7,62.9,93.1,73.2,Good,No
PF007602,E02316,2025-01-25,E02316,50.2,68.0,100.0,89.1,Good,No
PF007603,E02317,2024-03-24,E00088,60.0,97.4,75.7,77.9,Good,Yes
PF007604,E02317,2024-09-22,E00088,56.9,79.6,84.8,79.3,Good,No
PF007605,E02317,2025-03-23,E00088,85.5,60.8,77.3,69.0,Good,No
PF007606,E02318,2022-05-13,E01666,91.5,61.4,92.3,100.0,Good,Yes
PF007607,E02318,2022-11-11,E01666,100.0,83.0,83.3,76.9,Good,No
PF007608,E02318,2023-05-12,E01666,87.0,66.1,89.0,83.0,Good,No
PF007609,E02320,2021-05-14,E01928,71.6,100.0,81.6,85.2,Good,Yes
PF007610,E02320,2021-11-12,E01928,55.1,75.9,91.6,62.9,Good,Yes
PF007611,E02320,2022-05-13,E01928,65.8,74.8,73.1,77.7,Good,Yes
PF007612,E02320,2022-11-11,E01928,68.4,76.1,80.7,88.1,Good,No
PF007613,E02320,2023-05-12,E01928,54.5,61.5,66.6,63.2,Average,No
PF007614,E02320,2023-11-10,E01928,72.1,81.4,80.9,88.4,Good,No
PF007615,E02320,2024-05-10,E01928,85.0,92.2,72.9,74.5,Good,Yes
PF007616,E02320,2024-11-08,E01928,87.0,85.7,67.6,79.1,Good,Yes
PF007617,E02320,2025-05-09,E01928,58.8,74.0,93.3,60.4,Good,No
PF007618,E02321,2024-05-23,E02321,80.0,71.1,76.1,69.5,Good,No
PF007619,E02321,2024-11-21,E02321,53.1,97.3,91.6,73.3,Good,No
PF007620,E02322,2023-08-16,E00957,93.5,88.4,86.8,54.9,Good,No
PF007621,E02322,2024-02-14,E00957,70.8,74.6,81.9,85.9,Good,Yes
PF007622,E02322,2024-08-14,E00957,67.7,67.2,64.7,92.7,Good,No
PF007623,E02322,2025-02-12,E00957,55.1,92.5,94.1,74.8,Good,Yes
PF007624,E02325,2023-01-07,E02325,90.0,64.6,66.4,75.1,Good,Yes
PF007625,E02325,2023-07-08,E02325,44.3,72.4,96.3,67.6,Good,No
PF007626,E02325,2024-01-06,E02325,92.6,75.9,75.6,76.2,Good,No
PF007627,E02325,2024-07-06,E02325,75.9,71.3,79.5,80.1,Good,No
PF007628,E02325,2025-01-04,E02325,45.3,87.3,86.3,91.7,Good,No
PF007629,E02327,2025-01-20,E01650,73.5,95.8,85.6,86.4,Good,Yes
PF007630,E02330,2024-12-25,E01905,79.9,74.2,73.1,79.7,Good,Yes
PF007631,E02330,2025-06-25,E01905,81.5,73.1,88.4,60.2,Good,No
PF007632,E02331,2023-01-09,E02101,89.8,66.4,90.8,68.6,Good,No
PF007633,E02331,2023-07-10,E02101,78.5,100.0,70.2,69.3,Good,No
PF007634,E02331,2024-01-08,E02101,64.1,74.0,87.6,74.3,Good,No
PF007635,E02331,2024-07-08,E02101,69.8,70.9,81.3,76.1,Good,Yes
PF007636,E02331,2025-01-06,E02101,49.4,65.4,80.7,74.9,Average,No
PF007637,E02332,2021-07-05,E01091,79.3,84.7,78.9,92.3,Good,No
PF007638,E02332,2022-01-03,E01091,62.6,88.2,73.7,95.0,Good,No
PF007639,E02332,2022-07-04,E01091,75.4,78.9,83.2,61.4,Good,Yes
PF007640,E02332,2023-01-02,E01091,71.9,82.4,76.5,73.8,Good,No
PF007641,E02332,2023-07-03,E01091,100.0,79.4,83.9,75.0,Good,No
PF007642,E02332,2024-01-01,E01091,59.4,83.2,70.2,88.1,Good,No
PF007643,E02332,2024-07-01,E01091,90.7,82.4,89.9,68.1,Good,No
PF007644,E02332,2024-12-30,E01091,50.4,95.3,71.1,81.6,Good,No
PF007645,E02332,2025-06-30,E01091,67.8,71.9,71.6,62.6,Average,No
PF007646,E02333,2025-06-18,E01952,73.9,78.6,67.7,74.8,Good,No
PF007647,E02334,2023-11-28,E00333,74.5,82.9,75.2,84.7,Good,No
PF007648,E02334,2024-05-28,E00333,70.3,95.5,65.4,69.3,Good,Yes
PF007649,E02334,2024-11-26,E00333,77.3,57.6,90.7,75.8,Good,No
PF007650,E02336,2021-06-24,E02232,67.0,83.0,81.6,79.9,Good,No
PF007651,E02336,2021-12-23,E02232,53.9,77.2,91.8,75.2,Good,Yes
PF007652,E02336,2022-06-23,E02232,79.7,85.1,90.4,88.0,Good,Yes
PF007653,E02336,2022-12-22,E02232,98.9,83.3,81.8,69.4,Good,Yes
PF007654,E02336,2023-06-22,E02232,63.7,72.2,69.0,58.3,Average,No
PF007655,E02336,2023-12-21,E02232,73.4,59.9,83.2,82.5,Good,No
PF007656,E02336,2024-06-20,E02232,60.5,65.4,85.6,62.7,Average,No
PF007657,E02336,2024-12-19,E02232,75.7,75.4,85.8,79.6,Good,No
PF007658,E02336,2025-06-19,E02232,74.2,62.4,84.8,87.3,Good,Yes
PF007659,E02337,2024-06-03,E01897,65.1,40.4,94.2,67.1,Average,No
PF007660,E02338,2024-04-20,E00587,89.5,71.0,91.8,84.8,Good,No
PF007661,E02338,2024-10-19,E00587,86.3,90.1,84.9,80.7,Good,No
PF007662,E02338,2025-04-19,E00587,61.8,70.8,84.9,80.2,Good,No
PF007663,E02339,2024-11-01,E00327,92.2,75.4,94.5,73.1,Good,Yes
PF007664,E02339,2025-05-02,E00327,78.1,54.8,100.0,74.3,Good,Yes
PF007665,E02340,2024-12-05,E00813,51.5,54.5,92.0,88.6,Good,No
PF007666,E02340,2025-06-05,E00813,93.9,86.2,87.4,77.9,Good,No
PF007667,E02341,2024-05-15,E00258,100.0,95.0,72.3,73.8,Good,No
PF007668,E02341,2024-11-13,E00258,76.5,70.9,74.2,64.4,Good,No
PF007669,E02341,2025-05-14,E00258,73.1,73.3,85.4,59.6,Good,Yes
PF007670,E02342,2023-01-03,E02342,57.0,51.8,78.8,73.0,Average,No
PF007671,E02342,2023-07-04,E02342,73.3,82.0,69.1,90.5,Good,No
PF007672,E02342,2024-01-02,E02342,78.9,72.7,92.7,65.6,Good,Yes
PF007673,E02342,2024-07-02,E02342,86.3,55.4,69.9,64.6,Average,No
PF007674,E02342,2024-12-31,E02342,71.2,85.6,93.3,86.8,Good,No
PF007675,E02343,2024-04-18,E02343,65.3,85.9,85.2,86.4,Good,Yes
PF007676,E02343,2024-10-17,E02343,70.7,48.5,97.9,52.1,Average,No
PF007677,E02343,2025-04-17,E02343,76.1,75.7,67.3,77.0,Good,No
PF007678,E02344,2025-01-18,E00690,59.0,76.1,78.8,52.8,Average,No
PF007679,E02345,2021-04-07,E00805,75.5,59.3,95.0,82.0,Good,No
PF007680,E02345,2021-10-06,E00805,92.8,67.5,90.2,68.2,Good,No
PF007681,E02345,2022-04-06,E00805,48.1,55.5,85.6,95.9,Good,No
PF007682,E02345,2022-10-05,E00805,71.3,59.6,88.3,74.0,Good,No
PF007683,E02345,2023-04-05,E00805,86.4,73.6,96.3,73.2,Good,No
PF007684,E02345,2023-10-04,E00805,77.3,88.9,71.3,88.7,Good,Yes
PF007685,E02345,2024-04-03,E00805,69.7,87.4,87.4,86.4,Good,No
PF007686,E02345,2024-10-02,E00805,97.3,58.0,79.1,69.9,Good,No
PF007687,E02345,2025-04-02,E00805,55.6,71.4,69.9,73.9,Average,No
PF007688,E02346,2020-11-28,E01575,81.3,82.3,93.4,71.0,Good,No
PF007689,E02346,2021-05-29,E01575,63.3,58.5,79.9,84.5,Good,No
PF007690,E02346,2021-11-27,E01575,76.7,88.0,59.6,94.6,Good,Yes
PF007691,E02346,2022-05-28,E01575,45.6,43.6,87.9,94.2,Average,No
PF007692,E02346,2022-11-26,E01575,95.8,83.7,75.2,85.8,Good,Yes
PF007693,E02346,2023-05-27,E01575,64.3,65.7,63.3,63.6,Average,No
PF007694,E02346,2023-11-25,E01575,93.7,68.9,75.5,72.6,Good,Yes
PF007695,E02346,2024-05-25,E01575,59.3,99.9,85.4,73.3,Good,Yes
PF007696,E02346,2024-11-23,E01575,81.9,74.4,85.3,78.3,Good,Yes
PF007697,E02346,2025-05-24,E01575,52.1,78.3,64.3,78.3,Average,No
PF007698,E02347,2024-08-20,E01579,65.9,67.0,82.5,50.9,Average,No
PF007699,E02347,2025-02-18,E01579,71.8,68.5,85.1,86.4,Good,No
PF007700,E02348,2024-06-13,E01357,87.5,84.1,78.2,58.8,Good,Yes
PF007701,E02348,2024-12-12,E01357,83.8,51.7,86.8,88.9,Good,No
PF007702,E02348,2025-06-12,E01357,83.8,77.8,100.0,68.2,Good,No
PF007703,E02349,2021-11-20,E02349,81.4,68.5,78.3,72.1,Good,No
PF007704,E02349,2022-05-21,E02349,89.0,75.4,86.9,72.9,Good,No
PF007705,E02349,2022-11-19,E02349,93.0,75.4,88.6,57.4,Good,Yes
PF007706,E02349,2023-05-20,E02349,71.4,67.8,74.3,82.8,Good,No
PF007707,E02349,2023-11-18,E02349,74.4,76.5,68.2,85.2,Good,No
PF007708,E02349,2024-05-18,E02349,66.6,79.8,71.5,73.7,Good,No
PF007709,E02349,2024-11-16,E02349,78.6,71.5,90.0,85.0,Good,No
PF007710,E02349,2025-05-17,E02349,79.0,89.0,88.9,78.8,Good,No
PF007711,E02350,2023-08-07,E02350,74.1,74.0,89.9,58.9,Good,Yes
PF007712,E02350,2024-02-05,E02350,62.2,87.4,92.4,89.0,Good,No
PF007713,E02350,2024-08-05,E02350,69.5,73.3,76.6,87.3,Good,No
PF007714,E02350,2025-02-03,E02350,89.1,75.1,78.9,71.1,Good,No
PF007715,E02352,2020-09-27,E02352,93.4,57.2,92.0,96.4,Good,No
PF007716,E02352,2021-03-28,E02352,82.4,52.4,75.4,67.0,Average,No
PF007717,E02352,2021-09-26,E02352,67.3,73.8,68.6,74.6,Good,No
PF007718,E02352,2022-03-27,E02352,78.2,72.1,77.2,92.8,Good,No
PF007719,E02352,2022-09-25,E02352,81.1,75.3,91.0,74.5,Good,No
PF007720,E02353,2023-06-21,E01011,89.5,75.0,78.5,69.2,Good,Yes
PF007721,E02353,2023-12-20,E01011,61.7,88.8,76.8,71.0,Good,No
PF007722,E02354,2023-03-29,E01761,80.8,50.4,75.7,59.1,Average,No
PF007723,E02354,2023-09-27,E01761,71.4,85.6,87.8,61.9,Good,No
PF007724,E02354,2024-03-27,E01761,69.4,64.3,73.3,50.4,Average,No
PF007725,E02354,2024-09-25,E01761,87.9,78.1,92.7,80.1,Good,Yes
PF007726,E02354,2025-03-26,E01761,81.8,67.8,72.0,74.3,Good,No
PF007727,E02356,2022-06-06,E01886,69.2,81.2,86.0,84.3,Good,No
PF007728,E02358,2024-07-23,E01999,75.1,71.9,79.2,88.1,Good,No
PF007729,E02358,2025-01-21,E01999,53.1,70.6,87.9,63.5,Average,No
PF007730,E02359,2024-09-05,E01162,71.5,64.0,66.8,78.7,Good,Yes
PF007731,E02359,2025-03-06,E01162,65.9,53.5,95.7,85.4,Good,No
PF007732,E02360,2024-04-19,E02360,73.7,64.5,75.9,81.1,Good,No
PF007733,E02361,2025-05-10,E01024,54.3,73.7,76.6,86.4,Good,Yes
PF007734,E02362,2025-02-08,E02362,100.0,83.0,64.9,80.2,Good,Yes
PF007735,E02363,2020-10-12,E00734,86.8,73.9,85.3,65.9,Good,No
PF007736,E02363,2021-04-12,E00734,64.3,55.1,72.4,97.3,Good,No
PF007737,E02363,2021-10-11,E00734,79.2,62.8,91.4,60.8,Good,Yes
PF007738,E02363,2022-04-11,E00734,70.2,79.5,86.8,86.8,Good,No
PF007739,E02363,2022-10-10,E00734,78.8,79.3,77.4,76.4,Good,No
PF007740,E02363,2023-04-10,E00734,66.7,70.0,71.8,65.5,Average,No
PF007741,E02363,2023-10-09,E00734,77.4,73.1,91.7,77.5,Good,Yes
PF007742,E02363,2024-04-08,E00734,70.2,66.6,68.0,100.0,Good,Yes
PF007743,E02363,2024-10-07,E00734,82.2,62.9,88.0,97.2,Good,No
PF007744,E02363,2025-04-07,E00734,79.6,86.3,93.2,87.0,Good,No
PF007745,E02364,2022-05-13,E02321,81.3,49.7,72.9,63.5,Average,No
PF007746,E02364,2022-11-11,E02321,78.4,77.1,100.0,72.1,Good,No
PF007747,E02364,2023-05-12,E02321,81.7,77.6,87.0,82.1,Good,Yes
PF007748,E02364,2023-11-10,E02321,79.0,49.0,100.0,72.3,Good,Yes
PF007749,E02364,2024-05-10,E02321,71.6,68.0,88.1,53.0,Good,No
PF007750,E02364,2024-11-08,E02321,64.4,88.3,78.4,57.3,Good,No
PF007751,E02364,2025-05-09,E02321,86.9,90.4,87.9,85.4,Good,No
PF007752,E02365,2023-07-06,E00912,64.6,79.0,74.5,100.0,Good,Yes
PF007753,E02365,2024-01-04,E00912,78.4,82.0,80.5,73.6,Good,No
PF007754,E02365,2024-07-04,E00912,48.3,68.7,93.7,82.0,Good,No
PF007755,E02365,2025-01-02,E00912,79.1,84.4,72.2,66.7,Good,No
PF007756,E02366,2023-03-18,E00218,77.4,76.4,92.9,89.7,Good,No
PF007757,E02366,2023-09-16,E00218,52.9,73.3,84.6,71.6,Good,No
PF007758,E02366,2024-03-16,E00218,63.7,67.9,98.7,81.5,Good,No
PF007759,E02366,2024-09-14,E00218,71.0,87.6,83.3,83.5,Good,No
PF007760,E02366,2025-03-15,E00218,80.4,44.7,77.4,80.9,Good,No
PF007761,E02367,2023-04-21,E02367,80.3,71.9,71.6,83.0,Good,No
PF007762,E02367,2023-10-20,E02367,71.0,70.5,78.8,58.5,Average,No
PF007763,E02367,2024-04-19,E02367,46.0,76.9,89.4,72.9,Good,Yes
PF007764,E02367,2024-10-18,E02367,92.3,88.5,89.9,72.6,Good,Yes
PF007765,E02367,2025-04-18,E02367,80.8,100.0,86.7,60.6,Good,Yes
PF007766,E02369,2025-06-18,E00573,98.9,71.9,88.3,91.5,Good,No
PF007767,E02370,2020-08-25,E00880,75.3,70.9,93.1,67.2,Good,No
PF007768,E02370,2021-02-23,E00880,68.6,47.2,95.1,72.3,Good,No
PF007769,E02371,2021-02-18,E00057,62.9,92.2,73.9,82.3,Good,No
PF007770,E02371,2021-08-19,E00057,87.7,55.2,82.6,63.6,Good,Yes
PF007771,E02372,2023-11-05,E02372,52.9,57.1,85.6,94.8,Good,Yes
PF007772,E02372,2024-05-05,E02372,70.7,68.0,82.8,83.1,Good,Yes
PF007773,E02372,2024-11-03,E02372,77.8,65.4,75.1,85.6,Good,Yes
PF007774,E02372,2025-05-04,E02372,74.0,70.2,83.7,75.7,Good,No
PF007775,E02373,2021-11-21,E00513,74.9,73.4,68.9,73.2,Good,No
PF007776,E02373,2022-05-22,E00513,72.9,66.0,67.7,64.6,Average,No
PF007777,E02373,2022-11-20,E00513,84.6,86.8,89.9,69.8,Good,Yes
PF007778,E02373,2023-05-21,E00513,45.3,87.5,83.5,86.8,Good,No
PF007779,E02373,2023-11-19,E00513,84.6,84.6,78.3,78.9,Good,No
PF007780,E02373,2024-05-19,E00513,63.3,69.4,67.6,81.7,Good,Yes
PF007781,E02373,2024-11-17,E00513,80.9,86.1,85.4,81.1,Good,Yes
PF007782,E02374,2023-03-24,E00143,82.3,68.6,63.3,82.1,Good,No
PF007783,E02374,2023-09-22,E00143,60.2,53.1,68.6,61.1,Average,No
PF007784,E02374,2024-03-22,E00143,64.6,49.6,100.0,88.1,Good,No
PF007785,E02374,2024-09-20,E00143,77.2,61.7,87.3,98.1,Good,No
PF007786,E02374,2025-03-21,E00143,53.4,65.3,98.1,77.7,Good,No
PF007787,E02375,2025-05-27,E00095,67.5,75.1,81.7,76.0,Good,Yes
PF007788,E02376,2024-02-12,E01264,77.3,64.6,76.6,91.3,Good,Yes
PF007789,E02376,2024-08-12,E01264,80.6,77.0,80.0,86.7,Good,Yes
PF007790,E02376,2025-02-10,E01264,63.7,64.4,77.9,64.3,Average,No
PF007791,E02377,2023-01-26,E00049,55.2,68.6,81.8,96.7,Good,No
PF007792,E02377,2023-07-27,E00049,68.2,64.3,87.8,75.9,Good,No
PF007793,E02377,2024-01-25,E00049,92.7,39.2,86.9,69.9,Good,Yes
PF007794,E02378,2022-03-25,E00363,60.5,71.1,76.2,86.6,Good,No
PF007795,E02378,2022-09-23,E00363,86.2,63.4,58.7,52.5,Average,No
PF007796,E02378,2023-03-24,E00363,97.3,85.7,82.4,97.8,Excellent,No
PF007797,E02378,2023-09-22,E00363,90.7,70.6,79.9,56.5,Good,No
PF007798,E02378,2024-03-22,E00363,88.1,90.3,79.7,70.5,Good,No
PF007799,E02378,2024-09-20,E00363,66.7,77.7,89.3,46.4,Good,No
PF007800,E02378,2025-03-21,E00363,72.5,60.0,84.2,82.5,Good,No
PF007801,E02379,2024-10-27,E02379,79.5,89.6,69.4,87.3,Good,No
PF007802,E02379,2025-04-27,E02379,91.2,98.4,78.7,93.2,Excellent,Yes
PF007803,E02380,2022-12-04,E00452,60.4,85.3,79.8,88.2,Good,No
PF007804,E02380,2023-06-04,E00452,67.3,88.4,84.1,70.2,Good,Yes
PF007805,E02380,2023-12-03,E00452,88.2,62.9,70.5,60.1,Good,Yes
PF007806,E02380,2024-06-02,E00452,72.7,69.9,83.0,76.1,Good,No
PF007807,E02380,2024-12-01,E00452,72.7,70.2,79.8,79.9,Good,No
PF007808,E02380,2025-06-01,E00452,56.5,86.0,89.0,96.2,Good,Yes
PF007809,E02381,2023-01-01,E02381,74.9,48.5,86.6,75.7,Good,Yes
PF007810,E02381,2023-07-02,E02381,82.1,72.8,75.5,88.3,Good,No
PF007811,E02381,2023-12-31,E02381,63.9,81.3,79.6,84.3,Good,Yes
PF007812,E02381,2024-06-30,E02381,79.6,59.1,84.9,75.4,Good,Yes
PF007813,E02381,2024-12-29,E02381,65.4,77.7,96.7,94.4,Good,Yes
PF007814,E02381,2025-06-29,E02381,59.5,78.7,78.9,76.2,Good,Yes
PF007815,E02382,2024-09-25,E00016,83.3,63.8,66.0,73.0,Good,No
PF007816,E02382,2025-03-26,E00016,77.6,81.8,92.8,85.9,Good,No
PF007817,E02384,2022-12-24,E02384,54.5,65.2,81.2,61.1,Average,No
PF007818,E02384,2023-06-24,E02384,69.7,57.0,64.8,73.6,Average,No
PF007819,E02384,2023-12-23,E02384,66.3,59.9,68.4,72.7,Average,No
PF007820,E02384,2024-06-22,E02384,88.1,76.6,72.0,82.1,Good,Yes
PF007821,E02384,2024-12-21,E02384,78.9,67.3,78.1,77.0,Good,Yes
PF007822,E02384,2025-06-21,E02384,59.1,79.1,65.5,63.1,Average,No
PF007823,E02385,2020-12-08,E00949,62.3,72.2,80.6,60.6,Average,No
PF007824,E02385,2021-06-08,E00949,69.2,79.3,75.6,64.4,Good,No
PF007825,E02385,2021-12-07,E00949,92.3,51.3,95.8,72.6,Good,Yes
PF007826,E02385,2022-06-07,E00949,69.2,98.1,76.5,65.4,Good,Yes
PF007827,E02385,2022-12-06,E00949,89.4,76.8,71.7,71.6,Good,No
PF007828,E02385,2023-06-06,E00949,86.1,90.1,76.1,78.6,Good,No
PF007829,E02386,2021-09-22,E00939,91.4,59.2,86.7,75.0,Good,No
PF007830,E02386,2022-03-23,E00939,68.4,57.8,82.8,85.7,Good,No
PF007831,E02386,2022-09-21,E00939,89.9,94.9,63.9,71.2,Good,No
PF007832,E02386,2023-03-22,E00939,67.6,64.9,77.1,87.8,Good,Yes
PF007833,E02386,2023-09-20,E00939,62.3,65.9,70.2,76.2,Average,No
PF007834,E02386,2024-03-20,E00939,77.4,70.1,79.3,72.7,Good,No
PF007835,E02386,2024-09-18,E00939,84.8,65.4,77.9,87.2,Good,No
PF007836,E02386,2025-03-19,E00939,86.1,80.7,65.7,75.0,Good,No
PF007837,E02387,2024-08-22,E00676,68.6,64.0,87.1,92.5,Good,Yes
PF007838,E02387,2025-02-20,E00676,68.4,52.9,74.4,93.3,Good,Yes
PF007839,E02388,2023-07-04,E00526,87.1,79.7,71.8,66.6,Good,Yes
PF007840,E02388,2024-01-02,E00526,78.2,81.3,76.2,74.8,Good,No
PF007841,E02388,2024-07-02,E00526,79.7,85.1,85.4,57.8,Good,No
PF007842,E02388,2024-12-31,E00526,85.5,50.9,74.9,80.9,Good,No
PF007843,E02389,2021-11-19,E02389,81.8,62.4,88.5,92.6,Good,No
PF007844,E02389,2022-05-20,E02389,88.1,83.1,88.9,73.8,Good,No
PF007845,E02389,2022-11-18,E02389,74.1,51.9,69.0,70.4,Average,No
PF007846,E02389,2023-05-19,E02389,58.4,94.7,78.0,83.0,Good,No
PF007847,E02389,2023-11-17,E02389,83.1,59.9,60.6,61.4,Average,No
PF007848,E02389,2024-05-17,E02389,90.3,92.6,80.7,87.7,Good,Yes
PF007849,E02389,2024-11-15,E02389,73.8,63.7,88.3,77.1,Good,No
PF007850,E02389,2025-05-16,E02389,63.2,75.5,87.0,71.2,Good,No
