Leave_ID,Employee_ID,Leave_Type,Start_Date,End_Date,Total_Days,Approval_Status
L017971,E02765,Sick,2023-11-16,2023-11-18,3,Approved
L017972,E02765,Casual,2025-01-07,2025-01-07,1,Rejected
L017973,E02766,Casual,2024-10-08,2024-10-10,3,Approved
L017974,E02766,Casual,2025-02-23,2025-03-01,7,Approved
L017975,E02766,Casual,2024-09-13,2024-09-16,4,Approved
L017976,E02767,Paternity,2024-12-13,2024-12-17,5,Approved
L017977,E02767,Casual,2024-07-21,2024-07-27,7,Approved
L017978,E02769,Sick,2020-07-07,2020-07-10,4,Approved
L017979,E02769,Casual,2020-10-30,2020-10-30,1,Approved
L017980,E02769,Annual,2022-12-30,2023-01-03,5,Approved
L017981,E02769,Annual,2023-07-18,2023-07-23,6,Approved
L017982,E02769,Paternity,2020-11-09,2020-11-20,12,Rejected
L017983,E02769,Sick,2023-08-18,2023-08-23,6,Rejected
L017984,E02769,Annual,2023-05-26,2023-05-31,6,Approved
L017985,E02769,Casual,2020-08-09,2020-08-12,4,Approved
L017986,E02769,Casual,2023-01-13,2023-01-14,2,Approved
L017987,E02769,Annual,2022-02-03,2022-02-07,5,Approved
L017988,E02769,Sick,2023-11-24,2023-11-28,5,Approved
L017989,E02769,Annual,2020-11-05,2020-11-07,3,Rejected
L017990,E02769,Sick,2022-01-13,2022-01-15,3,Pending
L017991,E02769,Sick,2021-05-31,2021-06-01,2,Approved
L017992,E02769,Casual,2023-03-17,2023-03-19,3,Pending
L017993,E02769,Annual,2024-01-07,2024-01-08,2,Approved
L017994,E02769,Sick,2024-01-01,2024-01-02,2,Approved
L017995,E02770,Sick,2025-06-14,2025-06-14,1,Approved
L017996,E02770,Sick,2024-10-25,2024-10-28,4,Approved
L017997,E02770,Annual,2024-10-13,2024-10-16,4,Approved
L017998,E02770,Annual,2025-02-21,2025-02-24,4,Rejected
L017999,E02770,Casual,2024-12-30,2025-01-01,3,Approved
L018000,E02770,Sick,2023-05-08,2023-05-08,1,Approved
L018001,E02770,Casual,2024-08-07,2024-08-12,6,Approved
L018002,E02770,Annual,2024-06-16,2024-06-19,4,Approved
L018003,E02770,Casual,2024-12-11,2024-12-12,2,Approved
L018004,E02770,Sick,2021-06-06,2021-06-12,7,Approved
L018005,E02770,Casual,2022-03-12,2022-03-18,7,Approved
L018006,E02770,Annual,2021-06-16,2021-06-20,5,Rejected
L018007,E02770,Annual,2022-01-08,2022-01-14,7,Rejected
L018008,E02770,Paternity,2025-03-06,2025-03-13,8,Approved
L018009,E02770,Annual,2021-07-04,2021-07-05,2,Approved
L018010,E02770,Casual,2023-10-06,2023-10-08,3,Approved
L018011,E02770,Sick,2022-10-05,2022-10-10,6,Approved
L018012,E02772,Casual,2024-03-01,2024-03-07,7,Approved
L018013,E02772,Annual,2024-07-12,2024-07-15,4,Approved
L018014,E02772,Casual,2023-12-17,2023-12-20,4,Rejected
L018015,E02772,Sick,2024-09-29,2024-10-02,4,Approved
L018016,E02772,Sick,2023-09-27,2023-09-30,4,Approved
L018017,E02772,Annual,2023-10-18,2023-10-18,1,Approved
L018018,E02773,Casual,2020-05-05,2020-05-11,7,Approved
L018019,E02774,Annual,2025-04-03,2025-04-05,3,Approved
L018020,E02774,Sick,2021-03-19,2021-03-22,4,Approved
L018021,E02774,Annual,2021-06-13,2021-06-19,7,Approved
L018022,E02774,Casual,2020-08-12,2020-08-13,2,Approved
L018023,E02774,Casual,2021-07-16,2021-07-21,6,Approved
L018024,E02774,Annual,2025-05-18,2025-05-19,2,Pending
L018025,E02774,Casual,2024-07-05,2024-07-06,2,Approved
L018026,E02774,Unpaid,2022-02-20,2022-02-21,2,Approved
L018027,E02774,Sick,2024-09-11,2024-09-11,1,Approved
L018028,E02774,Sick,2021-03-12,2021-03-16,5,Approved
L018029,E02774,Casual,2023-01-05,2023-01-06,2,Approved
L018030,E02774,Casual,2023-01-30,2023-02-02,4,Pending
L018031,E02774,Sick,2022-11-10,2022-11-15,6,Pending
L018032,E02774,Casual,2021-08-23,2021-08-28,6,Approved
L018033,E02775,Sick,2025-04-29,2025-05-03,5,Approved
L018034,E02775,Casual,2024-07-14,2024-07-14,1,Pending
L018035,E02775,Annual,2025-06-15,2025-06-17,3,Approved
L018036,E02775,Annual,2024-04-26,2024-04-27,2,Rejected
L018037,E02775,Casual,2024-06-21,2024-06-21,1,Approved
L018038,E02775,Sick,2024-09-27,2024-09-28,2,Approved
L018039,E02776,Sick,2024-10-06,2024-10-08,3,Approved
L018040,E02776,Sick,2025-04-18,2025-04-21,4,Approved
L018041,E02776,Casual,2022-08-29,2022-09-03,6,Approved
L018042,E02776,Casual,2024-09-20,2024-09-21,2,Rejected
L018043,E02776,Sick,2022-10-04,2022-10-10,7,Approved
L018044,E02776,Annual,2022-08-22,2022-08-24,3,Approved
L018045,E02776,Casual,2023-09-01,2023-09-04,4,Approved
L018046,E02776,Casual,2022-11-23,2022-11-28,6,Approved
L018047,E02776,Sick,2024-12-10,2024-12-15,6,Approved
L018048,E02776,Casual,2025-01-08,2025-01-10,3,Approved
L018049,E02776,Sick,2022-06-23,2022-06-25,3,Approved
L018050,E02776,Annual,2024-05-18,2024-05-18,1,Pending
L018051,E02776,Casual,2025-02-11,2025-02-15,5,Approved
L018052,E02776,Annual,2023-04-24,2023-04-26,3,Approved
L018053,E02776,Casual,2024-03-05,2024-03-09,5,Rejected
L018054,E02776,Casual,2024-04-27,2024-05-03,7,Approved
L018055,E02777,Annual,2025-06-29,2025-07-05,7,Rejected
L018056,E02777,Annual,2025-04-22,2025-04-22,1,Approved
L018057,E02777,Sick,2025-02-13,2025-02-17,5,Approved
L018058,E02778,Annual,2024-05-11,2024-05-12,2,Approved
L018059,E02778,Annual,2024-09-01,2024-09-06,6,Approved
L018060,E02780,Annual,2021-10-16,2021-10-22,7,Approved
L018061,E02780,Annual,2021-09-17,2021-09-19,3,Approved
L018062,E02780,Unpaid,2023-07-29,2023-08-03,6,Approved
L018063,E02780,Casual,2022-04-02,2022-04-08,7,Approved
L018064,E02780,Sick,2023-01-14,2023-01-17,4,Pending
L018065,E02780,Casual,2023-09-06,2023-09-07,2,Approved
L018066,E02780,Casual,2022-05-25,2022-05-28,4,Approved
L018067,E02780,Casual,2021-05-17,2021-05-19,3,Approved
L018068,E02780,Casual,2022-08-23,2022-08-29,7,Approved
L018069,E02780,Maternity,2022-02-16,2022-04-23,67,Approved
L018070,E02781,Sick,2023-02-06,2023-02-08,3,Approved
L018071,E02781,Sick,2023-09-14,2023-09-19,6,Approved
L018072,E02781,Annual,2024-03-03,2024-03-05,3,Approved
L018073,E02781,Annual,2022-10-18,2022-10-21,4,Approved
L018074,E02782,Annual,2023-12-25,2023-12-30,6,Approved
L018075,E02782,Sick,2023-06-18,2023-06-20,3,Pending
L018076,E02782,Sick,2023-02-09,2023-02-12,4,Approved
L018077,E02782,Annual,2023-01-23,2023-01-23,1,Approved
L018078,E02782,Annual,2023-01-24,2023-01-25,2,Approved
L018079,E02782,Sick,2023-05-16,2023-05-21,6,Rejected
L018080,E02782,Annual,2022-10-18,2022-10-21,4,Approved
L018081,E02783,Casual,2025-05-19,2025-05-22,4,Approved
L018082,E02783,Annual,2024-06-04,2024-06-09,6,Approved
L018083,E02783,Sick,2023-12-12,2023-12-13,2,Approved
L018084,E02783,Casual,2024-04-16,2024-04-22,7,Approved
L018085,E02783,Unpaid,2024-09-01,2024-09-03,3,Rejected
L018086,E02783,Casual,2025-05-25,2025-05-26,2,Approved
L018087,E02783,Sick,2025-02-09,2025-02-09,1,Rejected
L018088,E02783,Sick,2025-05-25,2025-05-31,7,Approved
L018089,E02784,Casual,2024-08-20,2024-08-23,4,Pending
L018090,E02784,Sick,2024-06-02,2024-06-05,4,Approved
L018091,E02784,Sick,2023-07-28,2023-07-31,4,Approved
L018092,E02784,Sick,2022-01-08,2022-01-09,2,Approved
L018093,E02784,Sick,2023-03-15,2023-03-15,1,Approved
L018094,E02784,Sick,2024-01-11,2024-01-17,7,Pending
L018095,E02784,Annual,2023-08-15,2023-08-19,5,Approved
L018096,E02784,Casual,2025-04-04,2025-04-10,7,Approved
L018097,E02784,Annual,2022-09-05,2022-09-09,5,Approved
L018098,E02784,Sick,2023-09-15,2023-09-15,1,Approved
L018099,E02784,Unpaid,2022-08-21,2022-08-21,1,Approved
L018100,E02784,Annual,2024-10-06,2024-10-07,2,Approved
L018101,E02784,Casual,2023-04-23,2023-04-26,4,Approved
L018102,E02784,Casual,2023-09-01,2023-09-07,7,Approved
L018103,E02784,Sick,2025-05-07,2025-05-11,5,Approved
L018104,E02784,Annual,2025-03-05,2025-03-10,6,Approved
L018105,E02785,Sick,2025-06-03,2025-06-04,2,Approved
L018106,E02785,Casual,2024-12-07,2024-12-07,1,Approved
L018107,E02786,Annual,2025-06-19,2025-06-19,1,Approved
L018108,E02786,Annual,2025-06-20,2025-06-23,4,Rejected
L018109,E02787,Sick,2023-04-23,2023-04-23,1,Rejected
L018110,E02787,Sick,2023-02-05,2023-02-08,4,Pending
L018111,E02787,Sick,2023-09-18,2023-09-19,2,Approved
L018112,E02787,Casual,2023-05-11,2023-05-16,6,Approved
L018113,E02787,Casual,2023-03-22,2023-03-23,2,Approved
L018114,E02787,Annual,2023-07-20,2023-07-23,4,Approved
L018115,E02787,Annual,2022-12-01,2022-12-06,6,Approved
L018116,E02788,Annual,2024-06-17,2024-06-22,6,Rejected
L018117,E02788,Casual,2023-03-31,2023-04-04,5,Approved
L018118,E02788,Sick,2023-07-13,2023-07-19,7,Approved
L018119,E02788,Casual,2024-04-20,2024-04-26,7,Approved
L018120,E02788,Sick,2025-06-12,2025-06-13,2,Approved
L018121,E02788,Sick,2024-03-16,2024-03-19,4,Approved
L018122,E02788,Sick,2024-08-16,2024-08-18,3,Approved
L018123,E02788,Paternity,2024-03-06,2024-03-11,6,Rejected
L018124,E02789,Annual,2024-09-27,2024-10-01,5,Approved
L018125,E02789,Sick,2024-10-14,2024-10-14,1,Approved
L018126,E02790,Casual,2025-03-14,2025-03-19,6,Approved
L018127,E02790,Annual,2024-07-03,2024-07-04,2,Pending
L018128,E02790,Sick,2025-03-13,2025-03-17,5,Approved
L018129,E02790,Annual,2025-04-24,2025-04-29,6,Approved
L018130,E02790,Sick,2025-05-04,2025-05-05,2,Approved
L018131,E02790,Annual,2025-06-19,2025-06-23,5,Approved
L018132,E02791,Sick,2025-05-16,2025-05-19,4,Approved
L018133,E02791,Paternity,2023-02-11,2023-02-18,8,Approved
L018134,E02791,Annual,2024-04-23,2024-04-26,4,Approved
L018135,E02791,Casual,2022-10-04,2022-10-10,7,Approved
L018136,E02791,Casual,2023-08-16,2023-08-20,5,Approved
L018137,E02791,Sick,2021-08-18,2021-08-20,3,Approved
L018138,E02791,Casual,2024-01-12,2024-01-14,3,Approved
L018139,E02791,Casual,2025-03-13,2025-03-13,1,Approved
L018140,E02791,Casual,2022-01-07,2022-01-07,1,Approved
L018141,E02791,Casual,2021-10-30,2021-10-30,1,Approved
L018142,E02791,Casual,2021-10-28,2021-11-02,6,Approved
L018143,E02791,Casual,2025-02-17,2025-02-21,5,Approved
L018144,E02791,Annual,2024-05-10,2024-05-14,5,Approved
L018145,E02791,Casual,2023-09-23,2023-09-27,5,Approved
L018146,E02791,Sick,2022-08-11,2022-08-16,6,Rejected
L018147,E02792,Unpaid,2022-01-01,2022-01-01,1,Approved
L018148,E02792,Sick,2021-10-08,2021-10-10,3,Approved
L018149,E02792,Casual,2021-05-19,2021-05-23,5,Approved
L018150,E02792,Annual,2022-07-17,2022-07-20,4,Approved
L018151,E02792,Annual,2021-11-20,2021-11-25,6,Approved
L018152,E02793,Casual,2024-06-28,2024-07-03,6,Approved
L018153,E02793,Casual,2024-06-01,2024-06-07,7,Rejected
L018154,E02793,Casual,2025-04-17,2025-04-22,6,Approved
L018155,E02793,Sick,2025-03-24,2025-03-28,5,Approved
L018156,E02793,Paternity,2025-03-23,2025-03-28,6,Approved
L018157,E02794,Sick,2024-05-05,2024-05-09,5,Approved
L018158,E02794,Casual,2024-09-21,2024-09-27,7,Approved
L018159,E02795,Sick,2025-04-04,2025-04-08,5,Approved
L018160,E02796,Unpaid,2022-07-07,2022-07-12,6,Approved
L018161,E02798,Maternity,2023-02-05,2023-05-03,88,Approved
L018162,E02798,Annual,2023-12-05,2023-12-11,7,Approved
L018163,E02798,Sick,2024-01-05,2024-01-09,5,Pending
L018164,E02798,Annual,2024-01-18,2024-01-18,1,Approved
L018165,E02798,Casual,2023-01-27,2023-02-01,6,Approved
L018166,E02798,Casual,2023-05-04,2023-05-06,3,Approved
L018167,E02799,Casual,2024-06-25,2024-06-28,4,Approved
L018168,E02799,Casual,2023-09-25,2023-10-01,7,Approved
L018169,E02799,Sick,2024-08-19,2024-08-21,3,Approved
L018170,E02799,Annual,2023-11-24,2023-11-24,1,Approved
L018171,E02799,Casual,2023-02-24,2023-03-01,6,Approved
L018172,E02799,Annual,2024-02-22,2024-02-26,5,Approved
L018173,E02799,Sick,2023-11-29,2023-11-29,1,Pending
L018174,E02800,Unpaid,2022-03-12,2022-03-13,2,Approved
L018175,E02800,Annual,2022-12-22,2022-12-25,4,Pending
L018176,E02800,Casual,2024-04-23,2024-04-29,7,Approved
L018177,E02800,Casual,2022-02-13,2022-02-19,7,Approved
L018178,E02800,Unpaid,2024-02-07,2024-02-12,6,Approved
L018179,E02800,Annual,2024-06-02,2024-06-06,5,Approved
L018180,E02800,Annual,2022-09-20,2022-09-25,6,Approved
L018181,E02800,Sick,2021-12-08,2021-12-13,6,Approved
L018182,E02800,Paternity,2023-01-11,2023-01-15,5,Approved
L018183,E02800,Annual,2022-09-18,2022-09-19,2,Approved
L018184,E02800,Casual,2023-08-08,2023-08-11,4,Approved
L018185,E02800,Annual,2024-08-20,2024-08-25,6,Approved
L018186,E02800,Maternity,2025-03-03,2025-05-08,67,Approved
L018187,E02800,Casual,2022-07-07,2022-07-09,3,Approved
L018188,E02800,Annual,2023-10-19,2023-10-21,3,Approved
L018189,E02800,Sick,2024-06-13,2024-06-19,7,Pending
L018190,E02801,Unpaid,2023-07-02,2023-07-04,3,Approved
L018191,E02801,Paternity,2024-07-06,2024-07-16,11,Approved
L018192,E02801,Casual,2022-01-26,2022-01-31,6,Approved
L018193,E02801,Sick,2023-08-15,2023-08-21,7,Approved
L018194,E02801,Annual,2023-07-31,2023-08-06,7,Approved
L018195,E02801,Unpaid,2022-01-22,2022-01-26,5,Approved
L018196,E02801,Unpaid,2022-02-17,2022-02-23,7,Approved
L018197,E02801,Annual,2022-05-01,2022-05-03,3,Approved
L018198,E02801,Annual,2022-07-22,2022-07-24,3,Approved
L018199,E02801,Sick,2023-08-26,2023-08-26,1,Approved
L018200,E02801,Annual,2023-05-03,2023-05-04,2,Approved
L018201,E02801,Casual,2024-02-28,2024-02-29,2,Approved
L018202,E02801,Annual,2021-12-04,2021-12-09,6,Approved
L018203,E02801,Maternity,2022-07-04,2022-09-28,87,Approved
L018204,E02801,Annual,2023-09-05,2023-09-07,3,Approved
L018205,E02801,Casual,2024-06-18,2024-06-22,5,Approved
L018206,E02802,Annual,2024-09-18,2024-09-24,7,Approved
L018207,E02802,Casual,2025-03-06,2025-03-06,1,Approved
L018208,E02802,Sick,2024-09-15,2024-09-20,6,Approved
L018209,E02802,Sick,2023-12-28,2023-12-29,2,Approved
L018210,E02802,Sick,2025-06-13,2025-06-13,1,Approved
L018211,E02802,Annual,2025-06-21,2025-06-27,7,Approved
L018212,E02803,Sick,2024-09-10,2024-09-11,2,Approved
L018213,E02803,Sick,2023-06-25,2023-06-28,4,Approved
L018214,E02803,Casual,2024-09-26,2024-09-26,1,Pending
L018215,E02803,Sick,2023-07-08,2023-07-14,7,Approved
L018216,E02803,Unpaid,2024-01-27,2024-01-29,3,Approved
L018217,E02803,Sick,2023-08-02,2023-08-02,1,Approved
L018218,E02803,Annual,2023-06-25,2023-07-01,7,Approved
L018219,E02804,Sick,2025-05-23,2025-05-24,2,Approved
L018220,E02805,Maternity,2025-05-04,2025-07-07,65,Approved
L018221,E02805,Sick,2024-05-10,2024-05-10,1,Approved
L018222,E02805,Unpaid,2025-03-19,2025-03-20,2,Approved
L018223,E02806,Sick,2025-01-16,2025-01-22,7,Approved
L018224,E02806,Casual,2025-02-13,2025-02-15,3,Approved
L018225,E02807,Annual,2025-06-25,2025-06-30,6,Pending
L018226,E02807,Sick,2025-06-15,2025-06-17,3,Approved
L018227,E02807,Sick,2025-05-24,2025-05-30,7,Approved
L018228,E02808,Sick,2025-04-21,2025-04-23,3,Rejected
L018229,E02808,Sick,2025-03-02,2025-03-07,6,Approved
L018230,E02808,Casual,2024-08-26,2024-08-31,6,Approved
L018231,E02809,Sick,2024-03-27,2024-04-01,6,Approved
L018232,E02809,Maternity,2025-06-21,2025-09-14,86,Approved
L018233,E02809,Unpaid,2024-01-20,2024-01-26,7,Approved
L018234,E02809,Annual,2024-06-01,2024-06-01,1,Approved
L018235,E02809,Casual,2024-09-24,2024-09-25,2,Approved
L018236,E02809,Sick,2024-04-09,2024-04-12,4,Approved
L018237,E02809,Annual,2024-08-06,2024-08-11,6,Approved
L018238,E02810,Sick,2024-09-04,2024-09-08,5,Approved
L018239,E02810,Sick,2021-01-23,2021-01-28,6,Approved
L018240,E02810,Casual,2022-01-09,2022-01-12,4,Approved
L018241,E02810,Paternity,2024-12-26,2025-01-04,10,Pending
L018242,E02810,Maternity,2020-08-31,2020-11-12,74,Approved
L018243,E02810,Unpaid,2023-11-13,2023-11-18,6,Approved
L018244,E02810,Casual,2024-07-03,2024-07-04,2,Approved
L018245,E02810,Annual,2024-04-12,2024-04-17,6,Approved
L018246,E02810,Annual,2025-04-23,2025-04-26,4,Approved
L018247,E02810,Casual,2024-10-10,2024-10-13,4,Approved
L018248,E02810,Casual,2024-08-13,2024-08-19,7,Approved
L018249,E02810,Annual,2021-08-03,2021-08-07,5,Approved
L018250,E02810,Sick,2021-09-16,2021-09-16,1,Pending
L018251,E02810,Sick,2023-02-08,2023-02-11,4,Approved
L018252,E02810,Maternity,2021-10-31,2022-01-14,76,Approved
L018253,E02810,Maternity,2022-05-05,2022-07-17,74,Approved
L018254,E02810,Casual,2025-03-27,2025-04-01,6,Approved
L018255,E02811,Casual,2025-03-08,2025-03-13,6,Approved
L018256,E02811,Sick,2024-12-11,2024-12-16,6,Approved
L018257,E02812,Annual,2025-03-29,2025-03-31,3,Approved
L018258,E02813,Sick,2023-08-20,2023-08-24,5,Approved
L018259,E02813,Sick,2024-06-20,2024-06-26,7,Approved
L018260,E02813,Paternity,2024-05-12,2024-05-19,8,Approved
L018261,E02813,Unpaid,2023-08-16,2023-08-19,4,Approved
L018262,E02814,Annual,2022-10-16,2022-10-21,6,Approved
L018263,E02814,Casual,2023-04-05,2023-04-08,4,Rejected
L018264,E02814,Sick,2022-12-17,2022-12-21,5,Approved
L018265,E02814,Casual,2023-01-06,2023-01-10,5,Approved
L018266,E02815,Paternity,2025-06-26,2025-07-05,10,Pending
L018267,E02815,Annual,2024-07-27,2024-07-30,4,Approved
L018268,E02815,Annual,2024-02-20,2024-02-24,5,Rejected
L018269,E02815,Casual,2025-06-18,2025-06-22,5,Approved
L018270,E02815,Sick,2025-03-29,2025-03-31,3,Approved
L018271,E02815,Sick,2024-10-16,2024-10-17,2,Approved
L018272,E02817,Casual,2025-03-31,2025-04-01,2,Approved
L018273,E02817,Annual,2023-12-26,2024-01-01,7,Approved
L018274,E02817,Sick,2025-03-30,2025-04-01,3,Approved
L018275,E02817,Unpaid,2023-09-15,2023-09-15,1,Approved
L018276,E02817,Unpaid,2025-02-28,2025-03-06,7,Approved
L018277,E02818,Paternity,2023-01-09,2023-01-21,13,Approved
L018278,E02818,Casual,2022-04-05,2022-04-07,3,Approved
L018279,E02818,Unpaid,2023-03-27,2023-03-27,1,Approved
L018280,E02818,Casual,2021-05-21,2021-05-27,7,Rejected
L018281,E02818,Sick,2023-01-04,2023-01-08,5,Approved
L018282,E02818,Casual,2023-11-23,2023-11-25,3,Approved
L018283,E02818,Sick,2025-03-04,2025-03-10,7,Approved
L018284,E02818,Casual,2024-10-14,2024-10-17,4,Approved
L018285,E02818,Casual,2023-12-29,2023-12-30,2,Approved
L018286,E02818,Maternity,2025-02-12,2025-05-10,88,Approved
L018287,E02818,Annual,2021-09-07,2021-09-10,4,Approved
L018288,E02818,Casual,2023-09-11,2023-09-16,6,Approved
L018289,E02818,Annual,2021-08-07,2021-08-08,2,Approved
L018290,E02819,Annual,2025-05-21,2025-05-22,2,Approved
L018291,E02819,Sick,2025-02-09,2025-02-14,6,Approved
L018292,E02820,Annual,2024-12-20,2024-12-23,4,Rejected
L018293,E02820,Casual,2025-04-27,2025-05-02,6,Approved
L018294,E02820,Casual,2025-02-03,2025-02-08,6,Approved
L018295,E02820,Sick,2025-05-02,2025-05-06,5,Approved
L018296,E02820,Casual,2025-01-03,2025-01-07,5,Approved
L018297,E02821,Casual,2023-08-06,2023-08-07,2,Rejected
L018298,E02821,Annual,2024-08-29,2024-08-31,3,Approved
L018299,E02821,Annual,2024-05-04,2024-05-05,2,Approved
L018300,E02821,Sick,2023-11-13,2023-11-18,6,Approved
L018301,E02821,Sick,2023-06-07,2023-06-08,2,Approved
L018302,E02821,Annual,2024-09-17,2024-09-21,5,Approved
L018303,E02822,Annual,2023-07-16,2023-07-18,3,Approved
L018304,E02823,Casual,2022-09-08,2022-09-14,7,Approved
L018305,E02823,Sick,2021-11-29,2021-12-03,5,Pending
L018306,E02823,Casual,2022-12-22,2022-12-24,3,Approved
L018307,E02823,Casual,2023-01-02,2023-01-04,3,Approved
L018308,E02823,Unpaid,2024-12-10,2024-12-10,1,Approved
L018309,E02823,Sick,2024-01-21,2024-01-24,4,Rejected
L018310,E02823,Casual,2024-03-30,2024-03-30,1,Approved
L018311,E02823,Maternity,2022-05-06,2022-07-31,87,Approved
L018312,E02824,Annual,2021-07-30,2021-07-31,2,Approved
L018313,E02824,Casual,2020-06-06,2020-06-09,4,Pending
L018314,E02824,Sick,2021-02-17,2021-02-19,3,Approved
L018315,E02824,Sick,2021-07-24,2021-07-28,5,Approved
L018316,E02824,Casual,2020-12-24,2020-12-28,5,Approved
L018317,E02825,Sick,2025-05-19,2025-05-23,5,Approved
L018318,E02826,Unpaid,2023-04-20,2023-04-25,6,Approved
L018319,E02827,Casual,2023-12-25,2023-12-26,2,Approved
L018320,E02827,Casual,2025-03-06,2025-03-12,7,Approved
L018321,E02827,Sick,2023-12-30,2024-01-02,4,Approved
L018322,E02827,Casual,2024-03-30,2024-04-04,6,Approved
L018323,E02827,Unpaid,2025-04-26,2025-04-29,4,Rejected
L018324,E02827,Casual,2025-06-16,2025-06-19,4,Approved
L018325,E02827,Casual,2023-12-16,2023-12-20,5,Approved
L018326,E02827,Sick,2024-04-10,2024-04-15,6,Approved
L018327,E02828,Casual,2023-10-26,2023-10-31,6,Approved
L018328,E02828,Paternity,2022-10-27,2022-11-04,9,Approved
L018329,E02828,Unpaid,2023-08-30,2023-08-30,1,Approved
L018330,E02828,Unpaid,2024-08-09,2024-08-11,3,Approved
L018331,E02828,Maternity,2023-01-03,2023-03-31,88,Approved
L018332,E02828,Casual,2025-05-16,2025-05-20,5,Pending
L018333,E02828,Annual,2024-03-24,2024-03-30,7,Approved
L018334,E02828,Sick,2025-02-24,2025-02-27,4,Approved
L018335,E02829,Sick,2024-05-12,2024-05-13,2,Rejected
L018336,E02829,Casual,2025-01-08,2025-01-08,1,Approved
L018337,E02829,Casual,2024-08-28,2024-08-28,1,Approved
L018338,E02829,Casual,2024-09-05,2024-09-07,3,Approved
L018339,E02830,Casual,2023-04-13,2023-04-17,5,Approved
L018340,E02830,Sick,2023-04-30,2023-05-06,7,Approved
L018341,E02830,Sick,2022-06-06,2022-06-08,3,Approved
L018342,E02830,Sick,2022-08-10,2022-08-13,4,Approved
L018343,E02830,Sick,2021-07-13,2021-07-17,5,Approved
L018344,E02830,Unpaid,2022-02-23,2022-02-25,3,Approved
L018345,E02830,Casual,2020-09-03,2020-09-07,5,Approved
L018346,E02830,Annual,2022-04-16,2022-04-22,7,Approved
L018347,E02830,Unpaid,2024-05-16,2024-05-16,1,Approved
L018348,E02830,Sick,2020-06-29,2020-07-02,4,Approved
L018349,E02830,Casual,2021-05-02,2021-05-04,3,Approved
L018350,E02830,Casual,2021-10-25,2021-10-30,6,Approved
L018351,E02831,Sick,2023-12-11,2023-12-15,5,Approved
L018352,E02831,Paternity,2024-08-09,2024-08-20,12,Approved
L018353,E02831,Unpaid,2024-07-23,2024-07-28,6,Approved
L018354,E02831,Sick,2025-02-08,2025-02-09,2,Approved
L018355,E02831,Sick,2023-03-15,2023-03-21,7,Approved
L018356,E02831,Unpaid,2023-11-21,2023-11-21,1,Approved
L018357,E02831,Casual,2024-04-25,2024-05-01,7,Approved
L018358,E02833,Sick,2025-05-03,2025-05-05,3,Approved
L018359,E02833,Annual,2024-04-18,2024-04-20,3,Approved
L018360,E02833,Annual,2024-07-09,2024-07-15,7,Approved
L018361,E02833,Sick,2025-02-13,2025-02-18,6,Pending
L018362,E02833,Sick,2024-10-16,2024-10-18,3,Pending
L018363,E02833,Unpaid,2025-02-08,2025-02-10,3,Approved
L018364,E02833,Casual,2024-01-16,2024-01-17,2,Approved
L018365,E02833,Casual,2023-10-28,2023-11-01,5,Approved
L018366,E02834,Annual,2023-05-31,2023-06-02,3,Approved
L018367,E02834,Casual,2023-05-31,2023-06-03,4,Approved
L018368,E02834,Casual,2023-02-25,2023-02-26,2,Approved
L018369,E02834,Casual,2024-10-14,2024-10-16,3,Approved
L018370,E02834,Annual,2024-08-20,2024-08-23,4,Rejected
L018371,E02834,Casual,2023-07-20,2023-07-25,6,Approved
L018372,E02835,Sick,2023-12-10,2023-12-11,2,Approved
L018373,E02835,Sick,2024-10-05,2024-10-11,7,Pending
L018374,E02835,Sick,2023-12-14,2023-12-18,5,Approved
L018375,E02836,Sick,2025-06-03,2025-06-07,5,Approved
L018376,E02837,Annual,2024-04-25,2024-04-26,2,Approved
L018377,E02837,Paternity,2025-05-23,2025-06-03,12,Approved
L018378,E02838,Casual,2024-04-19,2024-04-25,7,Rejected
L018379,E02838,Casual,2025-02-04,2025-02-04,1,Approved
L018380,E02838,Casual,2023-07-19,2023-07-19,1,Pending
L018381,E02838,Sick,2023-03-22,2023-03-24,3,Approved
L018382,E02838,Casual,2024-01-03,2024-01-09,7,Approved
L018383,E02838,Annual,2024-04-14,2024-04-16,3,Approved
L018384,E02838,Sick,2023-12-24,2023-12-28,5,Approved
L018385,E02838,Paternity,2023-12-23,2023-12-31,9,Approved
L018386,E02838,Sick,2024-12-26,2024-12-27,2,Approved
L018387,E02838,Annual,2024-10-17,2024-10-20,4,Approved
L018388,E02838,Sick,2023-12-24,2023-12-30,7,Approved
L018389,E02839,Unpaid,2023-04-22,2023-04-25,4,Approved
L018390,E02839,Sick,2025-05-26,2025-05-30,5,Approved
L018391,E02839,Sick,2022-02-25,2022-02-28,4,Approved
L018392,E02839,Maternity,2025-01-27,2025-04-11,75,Approved
L018393,E02839,Casual,2023-06-08,2023-06-14,7,Approved
L018394,E02839,Annual,2023-11-22,2023-11-23,2,Approved
L018395,E02839,Casual,2022-12-02,2022-12-06,5,Pending
L018396,E02839,Annual,2022-05-06,2022-05-06,1,Approved
L018397,E02839,Casual,2024-04-08,2024-04-14,7,Approved
L018398,E02839,Casual,2024-02-24,2024-02-27,4,Approved
L018399,E02839,Casual,2025-05-20,2025-05-22,3,Approved
L018400,E02839,Unpaid,2024-04-28,2024-05-04,7,Approved
L018401,E02839,Casual,2025-01-07,2025-01-08,2,Approved
L018402,E02839,Unpaid,2025-06-19,2025-06-24,6,Approved
